,Unnamed: 0,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006,Q027,Mean_notes
411788,3450050,Botucatu,16.0,M,1,3,0,1,1,,610.8,619.3,543.3,628.3,580.0,18740,D,596.3399999999999
591678,5292255,São Paulo,28.0,M,3,1,11,1,0,,462.4,535.0,527.1,572.0,420.0,1405,A,503.3
658035,6162588,Cabreúva,17.0,F,1,3,0,1,1,,405.0,515.6,478.5,437.5,460.0,3748,A,459.32
211856,1765398,Tatuí,24.0,F,3,1,2,1,0,,486.1,507.3,546.1,433.3,560.0,1874,A,506.56000000000006
262328,2203899,Bragança Paulista,16.0,F,1,3,0,1,1,,574.0,565.8,603.0,430.9,560.0,5622,D,546.74
138836,1136063,Mogi das Cruzes,25.0,F,1,1,5,1,0,,577.6,574.7,536.9,495.1,760.0,5622,A,588.86
158807,1293569,Itanhaém,17.0,F,1,2,0,2,0,2.0,497.1,430.5,497.9,464.8,520.0,4685,A,482.06000000000006
36577,295089,Bragança Paulista,38.0,M,1,4,0,1,0,,608.8,584.8,560.5,650.8,500.0,5622,A,580.9799999999999
500215,4322367,São Paulo,20.0,M,2,1,2,1,0,,559.9,591.4,542.8,545.1,660.0,937,A,579.8399999999999
288154,2432690,Leme,23.0,M,1,1,5,1,0,,595.2,621.3,603.3,466.8,560.0,2342,A,569.3199999999999
374392,3139318,Osasco,19.0,M,2,1,1,1,0,,551.3,484.6,520.2,455.0,560.0,5622,A,514.22
88401,678816,Artur Nogueira,23.0,M,1,1,6,1,0,,442.0,467.0,511.5,619.7,520.0,1874,A,512.04
183983,1520986,Itaquaquecetuba,22.0,M,1,1,4,1,0,,611.8,583.5,589.1,640.6,600.0,1405,A,605.0
289313,2443770,Mauá,20.0,M,3,1,2,1,0,,534.8,577.7,568.0,555.5,620.0,4685,A,571.2
237617,1978268,São Paulo,20.0,F,3,1,1,1,0,,376.9,394.8,475.5,432.8,420.0,937,A,420.0
668684,6314260,Piracicaba,22.0,M,1,1,3,1,0,,498.6,358.3,447.6,424.9,420.0,1405,A,429.88
466316,3964495,Itaquaquecetuba,28.0,F,2,1,10,1,0,,455.0,482.2,524.2,521.7,600.0,1405,A,516.6200000000001
405385,3400525,Itatiba,22.0,M,2,1,5,1,0,,565.0,481.6,499.6,502.1,700.0,9370,A,549.66
507716,4395508,São Paulo,17.0,M,1,2,0,3,0,4.0,428.0,541.5,516.1,632.1,560.0,3748,D,535.54
38147,307994,Fartura,18.0,F,1,1,1,1,0,,603.4,636.5,638.7,534.3,660.0,2342,A,614.58
315729,2685732,São Paulo,17.0,F,1,2,0,3,0,4.0,710.4,687.6,637.4,773.9,860.0,20000,D,733.86
89856,690447,São Bernardo do Campo,19.0,M,3,1,2,1,0,,564.5,551.6,604.1,665.0,600.0,2811,A,597.04
489241,4206100,São José dos Campos,18.0,F,3,2,0,2,0,2.0,544.9,578.9,475.4,492.2,640.0,1874,A,546.28
90870,698789,São Paulo,23.0,M,2,1,6,1,0,,583.1,498.3,513.8,545.7,640.0,4685,A,556.1800000000001
265786,2233101,Osasco,33.0,M,1,1,11,1,0,,588.8,629.9,595.3,702.1,700.0,9370,E,643.22
98872,759839,Diadema,18.0,F,2,1,1,1,0,,459.4,419.7,519.0,374.5,680.0,2342,A,490.52
120145,977427,Taboão da Serra,17.0,F,1,2,0,2,0,2.0,538.5,567.8,536.9,568.3,480.0,2342,A,538.3
422032,3539563,Cotia,17.0,F,1,2,0,3,0,4.0,563.3,532.4,581.3,630.2,520.0,6599,D,565.4399999999999
46474,373069,São Paulo,20.0,F,1,1,2,1,0,,655.9,663.0,665.7,698.1,620.0,4685,D,660.5400000000001
417542,3495805,Mauá,27.0,M,3,1,7,1,0,,452.2,454.0,461.6,397.3,460.0,1874,A,445.0200000000001
694583,6715663,São Bernardo do Campo,52.0,F,1,1,11,1,0,,428.6,473.1,470.7,393.7,440.0,2342,A,441.2200000000001
219371,1823239,Campinas,17.0,F,3,2,0,2,0,2.0,433.5,517.0,528.8,456.8,580.0,1405,A,503.21999999999997
468054,3978612,Guarulhos,21.0,M,1,1,3,1,0,,584.8,500.6,554.5,580.5,360.0,2342,A,516.08
294517,2490734,Santo André,18.0,F,1,3,0,1,0,,565.9,611.2,578.0,630.0,780.0,6599,E,633.02
322459,2740194,Campinas,16.0,M,1,3,0,1,1,,518.4,604.6,539.6,680.1,460.0,4685,A,560.54
104454,817348,Mogi das Cruzes,23.0,F,2,1,5,1,0,,505.5,453.8,534.1,356.2,520.0,1405,A,473.9200000000001
38301,309294,Indaiatuba,16.0,F,1,3,0,1,1,,549.8,523.0,510.1,543.8,500.0,2811,D,525.3399999999999
104235,814835,Peruíbe,17.0,M,1,2,0,2,0,2.0,569.4,552.4,557.3,582.7,560.0,937,A,564.36
32073,259814,São Paulo,17.0,M,1,2,0,2,0,2.0,513.7,591.4,562.0,691.0,580.0,4685,A,587.62
442908,3759779,Araraquara,15.0,M,1,3,0,1,1,,644.4,601.9,602.4,730.5,720.0,20000,E,659.8399999999999
208466,1738013,São Paulo,18.0,F,3,2,0,2,0,2.0,556.2,508.2,503.0,513.6,560.0,2342,A,528.2
4416,36519,Bragança Paulista,17.0,M,1,2,0,3,0,4.0,643.9,611.5,568.4,565.0,520.0,18740,D,581.76
191734,1590652,Taubaté,22.0,M,1,1,4,1,0,,460.0,444.0,455.7,379.5,560.0,0,A,459.84
250390,2099996,Franca,17.0,M,1,2,0,2,0,2.0,498.8,447.6,446.7,476.4,600.0,1405,A,493.9
455635,3873683,São Paulo,22.0,M,1,1,3,1,0,,450.3,503.5,485.3,423.2,580.0,1405,A,488.46000000000004
181358,1493682,São Paulo,17.0,F,3,2,0,2,0,2.0,376.6,506.2,535.3,492.9,620.0,1874,A,506.2
223473,1854043,São Bernardo do Campo,17.0,M,1,2,0,2,0,2.0,531.0,501.5,535.8,507.7,520.0,2342,A,519.2
683194,6539538,Sorocaba,22.0,F,2,1,4,1,0,,459.0,415.2,507.0,386.5,540.0,3748,A,461.53999999999996
583725,5209402,Taquarituba,19.0,M,1,1,2,1,0,,501.9,528.1,499.5,452.8,620.0,3748,A,520.46
479740,4099201,São Paulo,18.0,F,1,1,1,1,0,,602.3,630.8,563.3,600.7,580.0,5622,D,595.42
377692,3168364,São Paulo,16.0,F,1,3,0,1,1,,570.3,611.3,557.3,466.9,640.0,937,A,569.16
530262,4595811,Presidente Prudente,18.0,M,3,1,1,1,0,,430.1,381.9,496.5,638.3,560.0,1405,A,501.36
113346,916380,São José do Rio Pardo,18.0,F,2,1,1,1,0,,502.7,539.4,556.6,453.1,580.0,2811,A,526.3599999999999
227105,1880566,São Paulo,18.0,F,3,1,3,1,0,,549.4,577.9,570.1,520.0,640.0,1874,A,571.48
290003,2450122,Marília,17.0,F,1,2,0,2,0,2.0,559.3,605.2,554.3,518.3,580.0,3748,A,563.42
1905,15492,São Paulo,42.0,F,1,1,1,1,0,,444.8,575.4,507.4,550.0,480.0,1405,A,511.52
107263,851413,São Paulo,18.0,F,1,2,0,2,0,2.0,396.6,371.3,357.7,469.5,460.0,937,A,411.0200000000001
552913,4869045,São Paulo,15.0,F,3,3,0,1,1,,406.2,409.7,431.4,437.4,420.0,1405,A,420.93999999999994
560481,4956762,Limeira,18.0,M,1,1,1,1,0,,615.2,645.1,580.2,658.5,560.0,1874,D,611.8
337804,2861600,São Paulo,17.0,M,1,2,0,3,0,4.0,562.3,492.7,352.9,657.8,500.0,5622,D,513.14
183062,1511841,Jaguariúna,20.0,F,3,1,3,1,0,,484.2,577.6,591.7,457.3,500.0,1405,A,522.1600000000001
212740,1772193,Pereira Barreto,17.0,F,1,2,0,3,0,4.0,559.3,525.6,521.6,763.0,600.0,4685,D,593.9
28060,229648,São Paulo,17.0,F,3,2,0,2,0,2.0,634.4,581.2,558.2,736.0,640.0,2811,A,629.96
10116,85418,São Paulo,17.0,M,3,2,0,2,0,2.0,462.5,474.5,421.8,585.0,520.0,1405,A,492.76000000000005
318981,2713638,Salesópolis,19.0,F,1,1,2,1,0,,683.4,690.6,459.9,714.0,760.0,6599,A,661.58
156216,1273536,Jaú,16.0,M,1,3,0,1,1,,469.3,526.4,562.8,599.2,400.0,3748,A,511.53999999999996
470320,3997759,São Paulo,24.0,M,3,1,6,1,0,,634.9,666.3,631.7,574.6,540.0,3748,B,609.5
274562,2301916,Franca,17.0,F,2,2,0,2,0,2.0,467.1,447.1,472.7,394.7,480.0,1405,A,452.32000000000005
514260,4456999,Bauru,16.0,F,3,3,0,1,1,,415.5,628.3,572.2,612.9,620.0,3748,A,569.78
103268,804086,São Paulo,16.0,F,1,3,0,1,1,,454.0,497.6,574.8,591.5,560.0,14055,D,535.58
250032,2096988,Marília,22.0,F,1,1,4,1,0,,648.0,648.4,546.1,648.8,940.0,1874,D,686.26
42001,338171,Guarulhos,18.0,F,1,2,0,3,0,4.0,568.4,589.4,552.9,519.3,600.0,9370,D,566.0
608616,5486581,São Paulo,17.0,M,3,2,0,2,0,2.0,487.6,527.3,425.9,614.2,500.0,2811,A,511.0
474333,4030599,São Paulo,19.0,F,5,1,2,1,0,,574.4,599.2,556.0,616.4,520.0,0,A,573.2
174758,1418633,São Paulo,19.0,M,3,1,2,1,0,,561.5,632.7,602.8,561.9,600.0,2342,A,591.78
501819,4338788,Ribeirão Preto,27.0,M,1,1,9,1,0,,592.4,623.1,637.5,583.1,600.0,1405,A,607.22
60362,471683,Cotia,16.0,M,3,3,0,1,1,,411.4,486.6,517.3,485.4,440.0,3748,A,468.14
593454,5310819,Nova Campina,20.0,M,1,1,4,1,0,,464.7,457.6,341.9,439.2,280.0,2342,A,396.67999999999995
135515,1108006,São Paulo,20.0,M,3,1,2,1,0,,521.4,475.5,578.9,648.4,520.0,2811,A,548.8399999999999
203951,1701355,São Paulo,17.0,F,3,2,0,2,0,2.0,593.2,508.2,535.9,503.4,540.0,3748,A,536.1400000000001
606052,5442518,Cajamar,29.0,M,3,1,2,1,0,,506.5,503.8,526.6,532.6,480.0,2811,A,509.9
576475,5130900,São Paulo,26.0,M,5,1,3,1,0,,550.5,532.9,500.6,444.3,540.0,2811,B,513.6600000000001
554311,4884730,Santo André,50.0,F,1,2,0,2,0,2.0,517.6,457.6,475.0,370.1,440.0,2342,A,452.06000000000006
175073,1421532,São Paulo,20.0,F,1,1,3,1,0,,671.5,626.3,588.2,667.8,860.0,3748,A,682.76
514739,4461445,Pereira Barreto,16.0,F,3,3,0,1,1,,494.6,534.6,531.2,436.8,680.0,1405,A,535.4399999999999
196169,1629669,Cosmópolis,18.0,F,3,2,0,2,0,2.0,413.0,492.3,505.1,454.9,560.0,2811,A,485.06000000000006
616203,5610938,São Paulo,23.0,F,3,1,6,1,0,,395.8,432.6,573.6,366.4,520.0,1405,A,457.68
604762,5423940,Ourinhos,18.0,F,1,1,1,1,0,,579.5,383.6,417.9,440.1,440.0,5622,A,452.21999999999997
573714,5101032,Carapicuíba,19.0,M,3,1,2,1,0,,474.6,492.5,465.9,373.4,520.0,2342,A,465.28000000000003
397744,3338346,São Paulo,28.0,M,1,1,10,1,0,,495.2,571.4,548.3,603.2,340.0,1874,A,511.62
310609,2637847,São Paulo,25.0,F,0,1,8,1,0,,547.4,597.1,615.4,574.2,600.0,1874,A,586.82
684638,6562684,São Paulo,47.0,F,2,1,11,1,0,,504.5,401.5,392.6,372.4,440.0,0,A,422.2
300838,2551089,São Paulo,17.0,M,3,2,0,2,0,3.0,523.7,523.8,458.8,452.3,520.0,1405,A,495.71999999999997
540893,4733215,São Paulo,18.0,F,3,1,1,1,0,,564.9,588.7,592.8,426.3,680.0,1405,A,570.54
618969,5648828,Nova Europa,17.0,M,3,2,0,2,0,2.0,559.1,510.4,506.0,509.5,480.0,1874,A,513.0
261345,2195920,Santo André,17.0,F,1,2,0,3,0,4.0,638.1,621.2,614.1,634.3,860.0,4685,E,673.54
264344,2221298,Francisco Morato,17.0,F,3,2,0,2,0,2.0,477.9,505.3,517.3,502.2,400.0,937,A,480.53999999999996
367373,3064400,Araçatuba,18.0,F,1,1,1,1,0,,706.0,689.3,603.9,694.3,760.0,2342,D,690.7
184076,1521867,Mauá,17.0,M,3,2,0,2,0,2.0,567.8,554.5,551.7,500.4,520.0,1405,A,538.88
483035,4141564,São Paulo,20.0,M,1,1,2,1,0,,519.3,514.1,507.9,588.7,600.0,2342,A,546.0
75646,584322,Bocaina,21.0,F,1,2,0,2,0,2.0,450.4,577.3,564.4,478.0,600.0,1405,A,534.02
9735,82066,São Paulo,23.0,M,2,1,6,1,0,,494.7,636.3,607.8,642.2,740.0,2342,A,624.2
263102,2210426,Taboão da Serra,18.0,F,2,1,1,1,0,,456.3,487.8,627.0,561.1,500.0,2342,A,526.4399999999999
159264,1297313,Santa Rita do Passa Quatro,17.0,M,1,3,0,1,1,,598.5,662.7,614.2,780.8,660.0,5622,D,663.24
128855,1049132,São Paulo,44.0,F,4,1,11,1,0,,526.9,623.8,613.0,611.8,600.0,937,A,595.1
476801,4056768,Santa Albertina,17.0,F,3,2,0,2,0,2.0,459.4,369.9,452.4,562.6,560.0,2342,A,480.85999999999996
460036,3912337,Marília,18.0,M,1,1,1,1,0,,579.4,627.4,605.2,683.3,800.0,9370,D,659.0600000000001
291251,2461104,Cubatão,18.0,F,2,2,0,2,0,2.0,513.0,588.5,552.3,481.7,600.0,2342,A,547.1
110282,885672,São Paulo,17.0,F,2,2,0,2,0,2.0,574.9,571.3,526.2,493.5,700.0,1405,A,573.18
273219,2291496,Sorocaba,19.0,F,2,1,2,1,0,,500.0,407.7,524.4,539.7,520.0,2342,A,498.36
522720,4532955,Poá,17.0,F,2,2,0,2,0,2.0,422.6,454.6,483.0,466.0,560.0,1405,A,477.23999999999995
379887,3187005,São Paulo,17.0,F,3,2,0,2,0,2.0,546.7,540.2,515.6,435.4,460.0,937,A,499.58000000000004
136884,1120013,São Paulo,18.0,M,1,1,1,1,0,,657.7,582.2,596.4,604.0,720.0,5622,D,632.0600000000001
485122,4164227,São Paulo,18.0,F,1,3,0,1,0,,478.0,499.9,514.8,389.8,580.0,1874,E,492.5
578255,5151268,Santa Cruz das Palmeiras,18.0,M,1,1,1,1,0,,543.8,470.7,515.9,634.6,620.0,3748,A,557.0
443149,3762027,São Paulo,34.0,F,1,1,11,1,0,,491.3,459.4,510.1,504.7,580.0,1874,A,509.1
200045,1665475,São Paulo,19.0,F,1,1,2,1,0,,530.1,577.8,535.3,503.3,600.0,2342,A,549.3
355901,2983897,Rio Claro,17.0,M,1,2,0,3,0,4.0,541.3,484.1,465.4,594.5,480.0,4685,D,513.0600000000001
371256,3108962,Taboão da Serra,17.0,M,3,2,0,2,0,2.0,543.7,572.5,552.6,654.6,580.0,1874,A,580.6800000000001
98476,756762,São Paulo,19.0,M,1,1,3,1,0,,499.6,444.6,399.7,419.6,520.0,1874,A,456.7
290509,2454715,São Carlos,20.0,F,1,1,3,1,0,,522.5,553.5,539.1,559.2,560.0,4685,A,546.86
667226,6293968,São Paulo,19.0,F,3,2,0,2,0,2.0,434.4,400.9,530.2,460.4,420.0,1405,A,449.18
192088,1593470,Suzano,19.0,F,2,1,2,1,0,,409.7,481.0,546.2,511.2,560.0,1405,A,501.62000000000006
53457,421551,São Paulo,17.0,F,1,2,0,2,0,2.0,532.6,528.1,518.1,529.7,560.0,3748,A,533.7
513874,4453570,São Paulo,17.0,F,3,2,0,2,0,2.0,530.5,547.9,502.2,447.8,460.0,1874,A,497.68
19501,164147,Rio Claro,20.0,M,1,1,1,1,0,,603.7,626.3,594.0,684.8,580.0,1405,B,617.76
664726,6255978,Ourinhos,21.0,F,1,1,4,1,0,,574.4,555.9,563.3,592.9,660.0,1874,A,589.3
569808,5059058,Hortolândia,17.0,F,1,2,0,2,0,2.0,553.3,572.0,580.9,501.1,800.0,1405,A,601.4599999999999
213294,1776530,Araçatuba,17.0,F,1,2,0,2,0,2.0,536.3,514.1,535.8,391.4,580.0,1874,A,511.52
355227,2979759,São José do Rio Preto,19.0,F,1,1,1,1,0,,713.9,719.3,667.6,802.9,740.0,20000,D,728.74
624044,5711874,Santa Isabel,22.0,M,2,1,4,1,0,,531.7,421.1,437.1,355.7,500.0,1405,A,449.12000000000006
598664,5363239,Suzano,18.0,F,1,1,1,1,0,,440.5,454.1,504.6,455.8,600.0,2811,A,491.0
1316,10947,Sorocaba,25.0,M,3,1,6,1,0,,563.4,403.3,541.5,436.1,400.0,1405,A,468.86
424742,3576855,São Paulo,21.0,F,2,1,4,1,0,,511.6,570.9,593.9,591.6,520.0,937,A,557.6
445639,3785313,Amparo,23.0,M,1,1,6,1,0,,534.2,568.1,541.4,489.8,560.0,2342,A,538.7
71041,550683,São Paulo,17.0,F,3,2,0,2,0,2.0,510.9,495.2,502.9,539.6,660.0,2342,A,541.72
316340,2691411,Patrocínio Paulista,22.0,M,3,1,5,1,0,,535.2,579.2,541.2,606.9,640.0,2811,A,580.5
624402,5715934,Campinas,18.0,F,1,2,0,2,0,2.0,488.6,570.0,590.8,599.2,520.0,1874,A,553.72
259254,2179181,Taboão da Serra,17.0,F,2,2,0,2,0,2.0,461.5,472.0,483.5,574.8,480.0,2811,A,494.36
237611,1978186,São Paulo,17.0,F,1,2,0,2,0,2.0,407.6,527.4,513.9,521.7,420.0,1874,A,478.12000000000006
240170,2007087,Capão Bonito,17.0,M,5,2,0,2,0,2.0,408.4,434.4,470.8,571.1,780.0,1405,A,532.9399999999999
121015,984330,Santo André,20.0,F,1,1,3,1,0,,596.7,627.1,617.4,665.4,640.0,2342,D,629.32
267589,2247771,Ribeirão Preto,19.0,F,3,1,1,1,0,,460.5,563.4,469.2,434.5,460.0,2342,A,477.52
43271,348565,Sorocaba,18.0,F,1,2,0,2,0,2.0,509.0,627.7,589.4,595.4,800.0,3748,A,624.3
690393,6655497,São Paulo,18.0,M,3,1,1,1,0,,471.7,432.3,510.6,525.8,360.0,2811,A,460.0799999999999
119098,968556,Tatuí,18.0,F,1,2,0,2,0,2.0,572.1,509.6,601.0,417.8,620.0,0,A,544.1
244717,2049093,Hortolândia,17.0,M,1,2,0,2,0,2.0,571.5,616.8,591.0,716.6,600.0,0,A,619.1800000000001
159159,1296404,São Paulo,17.0,F,1,2,0,2,0,2.0,631.3,625.6,567.8,476.1,700.0,937,A,600.1600000000001
433584,3670976,Embu das Artes,25.0,F,2,1,8,1,0,,414.4,548.0,542.5,418.1,620.0,1405,A,508.6
473809,4026630,Jundiaí,17.0,M,1,2,0,2,0,2.0,456.9,482.0,356.8,417.5,420.0,3748,A,426.64
460672,3918188,São Paulo,25.0,F,3,1,8,1,0,,729.6,693.9,576.6,724.4,800.0,2342,E,704.9
163568,1330235,Ourinhos,16.0,F,1,3,0,1,1,,527.8,611.7,566.4,607.0,640.0,7496,A,590.58
292117,2468864,Franco da Rocha,19.0,F,2,1,2,1,0,,560.7,539.2,518.1,618.0,680.0,5622,A,583.2
66792,519248,Cabreúva,16.0,F,1,3,0,1,1,,501.3,423.0,507.8,471.5,540.0,1874,A,488.71999999999997
537562,4685917,Bragança Paulista,17.0,M,3,2,0,3,0,4.0,614.7,651.7,593.6,745.7,620.0,1874,E,645.14
266012,2234970,São Paulo,16.0,F,3,3,0,1,1,,573.1,530.2,572.6,480.1,640.0,2342,D,559.2
73464,568104,São Paulo,17.0,M,1,2,0,3,0,4.0,554.5,567.8,515.8,641.7,700.0,18740,E,595.96
665971,6275197,São José dos Campos,17.0,M,1,2,0,2,0,2.0,453.7,549.6,512.1,525.7,620.0,1405,A,532.22
268022,2251064,Piracicaba,17.0,M,1,2,0,2,0,2.0,429.3,561.4,511.0,572.3,580.0,7496,A,530.8
134442,1098470,São Paulo,17.0,F,3,2,0,2,0,2.0,554.7,569.6,547.1,552.0,480.0,1405,A,540.6800000000001
571602,5078147,Campinas,21.0,F,2,1,4,1,0,,481.0,561.1,509.6,432.9,780.0,1874,A,552.92
295,2332,São Paulo,26.0,M,1,1,9,1,0,,604.8,738.5,616.1,471.7,540.0,1405,A,594.22
547072,4807843,Sumaré,18.0,F,1,2,0,2,0,2.0,444.9,455.0,488.0,394.1,440.0,1874,A,444.4
380942,3195635,Taubaté,17.0,F,1,2,0,2,0,2.0,388.7,482.9,501.0,573.6,520.0,2342,A,493.23999999999995
607420,5466308,Santana de Parnaíba,26.0,F,3,1,7,1,0,,468.7,419.6,497.2,428.0,560.0,4685,A,474.7
156505,1275545,São Paulo,16.0,M,1,3,0,1,1,,637.8,666.4,628.1,817.6,680.0,11244,D,685.9799999999999
650929,6067794,São Paulo,17.0,M,1,3,0,1,1,,560.4,427.6,481.1,615.1,520.0,7496,D,520.8399999999999
61085,477145,Taboão da Serra,21.0,F,3,1,4,1,0,,462.2,531.4,500.4,552.5,560.0,1874,A,521.3
293645,2482323,Sorocaba,17.0,M,3,2,0,2,0,2.0,465.3,571.6,515.0,607.8,680.0,2342,A,567.9399999999999
588087,5255492,São Paulo,24.0,F,1,1,7,1,0,,428.1,498.4,311.9,399.9,300.0,937,A,387.66
586230,5236193,São Bernardo do Campo,18.0,F,1,2,0,2,0,2.0,471.1,478.2,394.8,435.3,320.0,937,A,419.87999999999994
427820,3613832,São Paulo,17.0,F,3,2,0,2,0,2.0,485.9,458.8,509.1,564.3,540.0,1405,A,511.62000000000006
101251,782252,São Paulo,21.0,F,5,2,0,2,0,2.0,459.3,513.1,520.1,438.0,480.0,1405,A,482.1
658907,6173863,Franca,28.0,M,1,1,2,1,0,,540.6,413.2,430.0,563.9,400.0,1405,A,469.53999999999996
155096,1264924,São José do Rio Pardo,17.0,F,1,3,0,1,1,,533.8,585.4,488.7,504.5,580.0,20000,D,538.4799999999999
639524,5907172,Avaré,47.0,M,1,1,11,1,0,,561.1,633.8,592.0,598.2,660.0,2342,A,609.0200000000001
564976,5006854,Tanabi,18.0,M,3,2,0,2,0,2.0,608.4,585.5,534.5,632.8,480.0,3748,A,568.24
195165,1620262,Fernandópolis,18.0,M,1,2,0,3,0,4.0,667.5,679.7,656.0,719.3,720.0,2342,D,688.5
292547,2472652,Sorocaba,17.0,F,1,2,0,2,0,2.0,615.3,579.5,589.2,592.2,480.0,20000,A,571.24
184624,1527499,Barra Bonita,20.0,F,1,1,3,1,0,,402.3,509.6,416.4,466.8,380.0,2811,A,435.0200000000001
223158,1851709,Itaquaquecetuba,17.0,M,1,2,0,3,0,4.0,652.2,638.1,627.5,844.9,900.0,4685,B,732.5400000000001
397266,3334632,São José do Rio Preto,18.0,M,4,1,1,1,0,,583.7,590.0,572.1,581.6,720.0,5622,D,609.48
473153,4021879,Tatuí,17.0,F,1,2,0,3,0,4.0,621.9,592.1,522.1,634.0,680.0,4685,D,610.02
91182,701615,São Paulo,19.0,M,3,1,2,1,0,,545.0,571.0,579.8,604.2,500.0,3748,B,560.0
486903,4182909,Jaguariúna,17.0,F,3,2,0,2,0,2.0,466.7,432.7,546.0,438.6,620.0,2342,A,500.8
259000,2177146,Capivari,16.0,M,1,3,0,1,1,,600.4,610.3,579.2,614.6,500.0,5622,D,580.9
135614,1109023,Praia Grande,20.0,M,2,1,2,1,0,,471.1,450.4,493.6,495.8,480.0,2342,A,478.17999999999995
145112,1185139,Mogi Guaçu,20.0,M,1,1,2,1,0,,492.7,566.4,506.7,650.0,640.0,6599,A,571.1600000000001
585182,5225104,São José dos Campos,21.0,F,3,1,4,1,0,,554.4,569.3,574.7,530.7,620.0,3748,A,569.8199999999999
427774,3613267,Porto Ferreira,22.0,F,1,1,5,1,0,,621.9,568.4,530.6,633.1,700.0,5622,A,610.8
264478,2222463,São Paulo,18.0,M,3,2,0,2,0,2.0,521.6,417.3,464.3,525.3,560.0,1874,A,497.7
246129,2061054,Guariba,22.0,M,3,1,5,1,0,,444.8,596.7,534.7,555.7,460.0,2342,A,518.38
23328,194103,Guarujá,23.0,M,3,1,5,1,0,,471.1,518.0,533.6,554.4,620.0,3748,A,539.42
659796,6185532,Jundiaí,19.0,F,2,1,2,1,0,,539.6,584.8,564.6,519.1,600.0,3748,A,561.62
80641,621344,Descalvado,17.0,F,3,2,0,3,0,4.0,410.8,447.5,488.3,411.3,440.0,2811,B,439.5799999999999
212219,1768154,Itupeva,18.0,M,1,2,0,2,0,2.0,534.9,549.0,516.9,660.7,540.0,3748,A,560.3
638970,5900075,Santo André,17.0,M,1,2,0,3,0,4.0,528.0,518.2,527.2,705.9,440.0,14055,D,543.86
300881,2551493,Jundiaí,15.0,M,1,3,0,1,1,,587.7,616.6,553.9,558.5,580.0,3748,A,579.34
50684,402350,São Paulo,19.0,F,3,1,2,1,0,,537.1,576.2,555.1,454.3,600.0,1874,A,544.5400000000001
284537,2395878,Tanabi,18.0,M,1,1,1,1,0,,571.5,577.8,568.3,383.5,660.0,1405,A,552.22
110231,885224,São Paulo,20.0,F,1,1,2,1,0,,461.1,578.3,545.7,476.4,640.0,937,A,540.3
437652,3708547,Araras,24.0,M,1,1,7,1,0,,683.7,627.9,611.3,731.5,580.0,6599,A,646.8799999999999
119296,970178,São Bernardo do Campo,43.0,M,3,1,11,1,0,,559.4,604.8,548.4,550.9,560.0,1405,A,564.7
88466,679282,Bofete,17.0,M,2,2,0,2,0,2.0,556.1,579.4,580.0,650.5,480.0,6599,C,569.2
192432,1596296,Barretos,21.0,M,1,1,4,1,0,,608.8,592.4,576.1,619.4,480.0,5622,D,575.3399999999999
356565,2987911,Americana,17.0,M,1,2,0,3,0,4.0,475.2,444.6,560.5,526.8,440.0,5622,E,489.41999999999996
176705,1437867,Osasco,18.0,F,1,2,0,3,0,4.0,595.1,572.9,538.0,481.0,560.0,3748,E,549.4
546429,4801233,São Paulo,17.0,F,1,2,0,2,0,2.0,476.5,463.4,553.6,427.2,380.0,3748,A,460.14
215994,1797045,Ribeirão Pires,23.0,F,3,1,6,1,0,,532.5,515.9,559.0,447.8,540.0,1405,A,519.0400000000001
440146,3732399,Capela do Alto,16.0,F,1,3,0,1,1,,571.9,480.7,538.3,477.4,520.0,3748,C,517.66
361200,3015037,São Paulo,21.0,M,3,1,4,1,0,,556.2,633.4,589.0,612.2,640.0,3748,A,606.1600000000001
283231,2380171,Cravinhos,20.0,F,3,1,2,1,0,,548.3,428.6,521.9,443.7,560.0,2342,A,500.5
546245,4799208,Sorocaba,17.0,F,3,2,0,2,0,2.0,575.0,621.1,620.6,608.0,720.0,2811,A,628.9399999999999
72395,560537,Ourinhos,17.0,M,1,2,0,2,0,2.0,443.0,547.9,563.6,618.8,820.0,2811,A,598.6600000000001
542160,4750537,Guarulhos,18.0,M,3,1,1,1,0,,646.5,574.1,462.4,695.9,640.0,2342,C,603.78
597006,5348533,Regente Feijó,17.0,M,1,2,0,3,0,4.0,504.6,590.5,574.0,514.2,700.0,5622,D,576.6600000000001
597380,5351706,São Paulo,17.0,F,0,2,0,3,0,4.0,564.2,544.9,525.3,507.0,560.0,0,D,540.28
587799,5252532,Caieiras,17.0,F,2,2,0,2,0,2.0,523.8,542.5,544.5,690.7,500.0,1874,A,560.3
463681,3943528,São Paulo,19.0,F,1,1,2,1,0,,674.1,695.0,646.1,671.9,720.0,9370,A,681.42
241816,2022310,Ribeirão Pires,17.0,F,3,2,0,2,0,2.0,574.0,568.4,546.2,578.9,560.0,1405,A,565.5
130429,1062270,Franco da Rocha,17.0,F,3,2,0,2,0,2.0,394.4,468.1,360.1,525.3,360.0,2342,A,421.5799999999999
165342,1342861,Brotas,18.0,M,1,2,0,2,0,2.0,465.9,634.1,452.6,368.1,460.0,937,A,476.14
