,Unnamed: 0,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006,Q027,Mean_notes
152669,1245696,Franca,18.0,F,3,2,0,2,0,2.0,480.0,563.3,590.3,427.4,580.0,1405,A,528.2
538365,4697810,São Paulo,17.0,F,3,2,0,2,0,2.0,589.4,523.9,559.6,579.1,580.0,3748,A,566.4
55318,435396,Diadema,17.0,F,3,2,0,2,0,2.0,520.2,541.4,574.0,403.2,500.0,1405,A,507.76000000000005
408942,3428194,São Paulo,18.0,F,1,1,1,1,0,,591.2,598.4,569.3,448.4,620.0,3748,A,565.4599999999999
314422,2671692,Jaboticabal,17.0,M,1,3,0,1,1,,617.4,619.3,576.4,685.0,880.0,2811,E,675.62
687066,6602313,São Paulo,33.0,F,3,1,11,1,0,,474.2,575.4,535.0,538.9,540.0,1874,A,532.7
414528,3470915,São Paulo,16.0,F,1,3,0,1,1,,556.5,554.7,560.4,666.9,560.0,5622,C,579.7
529123,4587230,Itaquaquecetuba,24.0,F,2,1,7,1,0,,461.8,588.1,553.3,549.2,460.0,1874,A,522.48
262212,2202965,São Paulo,19.0,F,3,1,2,1,0,,649.7,660.4,634.8,719.7,800.0,5622,D,692.92
9331,78922,São Bernardo do Campo,18.0,F,1,1,1,1,0,,613.1,607.0,559.4,562.8,680.0,2811,D,604.46
481717,4125618,São Paulo,18.0,F,2,1,1,1,0,,476.9,384.5,532.1,419.9,600.0,2811,A,482.68
452812,3849180,São Paulo,37.0,F,2,1,11,1,0,,512.8,505.9,524.4,402.1,480.0,1874,A,485.03999999999996
145486,1187997,Itanhaém,17.0,F,1,2,0,2,0,2.0,541.4,559.9,552.1,656.4,660.0,4685,A,593.96
13352,113401,Osasco,20.0,F,3,1,3,1,0,,710.6,675.1,642.4,813.7,760.0,20000,D,720.36
677641,6451232,São Vicente,24.0,M,4,1,7,1,0,,530.2,447.9,580.6,535.8,600.0,1874,A,538.9
582262,5194026,São Paulo,17.0,M,1,2,0,2,0,2.0,472.3,443.2,497.5,425.6,380.0,1405,A,443.71999999999997
640025,5914418,São Paulo,30.0,M,1,1,11,1,0,,711.7,668.3,652.7,848.8,760.0,3748,A,728.3
555501,4897999,São Paulo,21.0,M,3,1,4,1,0,,525.4,567.3,538.6,548.3,420.0,1405,A,519.9199999999998
451960,3841300,São Paulo,17.0,F,1,2,0,2,0,2.0,413.7,378.3,441.1,444.6,280.0,1405,A,391.53999999999996
129967,1058652,Osasco,21.0,F,4,1,4,1,0,,404.0,535.8,559.3,479.3,480.0,3748,A,491.67999999999995
494991,4264692,São Paulo,54.0,F,1,1,11,1,0,,565.8,603.1,551.0,437.6,600.0,937,E,551.5
122315,994955,Itapetininga,17.0,F,1,2,0,2,0,2.0,415.5,457.4,367.4,621.9,440.0,3748,A,460.43999999999994
641874,5940745,São Paulo,21.0,F,3,1,4,1,0,,468.6,366.5,502.1,445.0,540.0,937,A,464.43999999999994
359236,3003586,Guarulhos,17.0,F,1,2,0,2,0,2.0,516.3,437.5,508.8,362.2,480.0,3748,A,460.96000000000004
550933,4847913,São Paulo,21.0,F,1,1,4,1,0,,534.8,591.5,610.8,659.8,520.0,2342,A,583.3799999999999
579660,5166259,São Paulo,17.0,M,3,2,0,3,0,4.0,591.7,557.5,504.1,499.3,520.0,2342,D,534.5200000000001
117929,959405,Guarulhos,18.0,M,1,2,0,2,0,2.0,475.1,514.6,573.9,510.8,520.0,2811,A,518.88
118729,965796,Santana de Parnaíba,18.0,M,3,2,0,2,0,2.0,542.9,573.3,519.1,693.0,640.0,4685,A,593.66
634606,5841884,Cabreúva,52.0,F,2,1,7,1,0,,426.9,517.3,493.4,482.5,460.0,1405,A,476.02
425183,3582538,Guarulhos,30.0,F,0,1,11,1,0,,541.1,469.6,563.5,382.0,540.0,1405,E,499.23999999999995
352096,2961046,Pirassununga,18.0,M,1,2,0,3,0,4.0,488.9,625.3,537.1,526.3,540.0,4685,B,543.5199999999999
277038,2322335,Sertãozinho,34.0,M,3,1,11,1,0,,680.2,613.9,594.0,725.8,820.0,7496,A,686.78
429564,3631945,Itaí,33.0,F,1,1,11,1,0,,566.2,514.0,460.5,520.9,500.0,5622,A,512.3199999999999
13602,115623,Caraguatatuba,17.0,F,1,2,0,2,0,2.0,475.0,585.2,587.1,522.6,660.0,1405,A,565.98
53271,420218,São Paulo,22.0,F,1,1,5,1,0,,598.9,537.2,601.6,592.1,760.0,1874,B,617.9599999999999
161572,1314818,Pontal,17.0,M,1,2,0,2,0,2.0,479.6,528.4,527.4,632.3,600.0,2342,A,553.54
428375,3619518,Santo André,18.0,F,1,1,1,1,0,,577.4,595.8,587.5,689.2,660.0,2811,B,621.9799999999999
537727,4688365,Pindamonhangaba,17.0,M,1,3,0,1,1,,575.7,589.9,529.6,381.4,540.0,7496,D,523.3199999999999
22392,186728,São José do Rio Preto,17.0,F,1,2,0,3,0,4.0,659.6,678.9,615.8,625.2,700.0,5622,D,655.9
123387,1003774,Barueri,24.0,M,3,1,6,1,0,,681.8,639.8,583.8,798.4,720.0,1874,A,684.76
120578,980847,Santo André,18.0,F,1,1,1,1,0,,697.1,668.3,605.4,752.9,880.0,1405,E,720.74
120782,982338,Embaúba,18.0,F,1,1,1,1,0,,631.0,643.2,560.4,520.4,640.0,2342,A,599.0
107919,859540,Guará,18.0,F,2,1,1,1,0,,389.4,478.9,475.7,421.0,480.0,937,A,449.0
283651,2385447,Valinhos,20.0,F,1,1,3,1,0,,710.1,622.9,620.4,829.3,660.0,8433,A,688.54
535293,4649649,São Paulo,19.0,F,2,1,2,1,0,,430.0,452.1,556.7,416.9,480.0,1874,A,467.14000000000004
175709,1427450,Catanduva,17.0,F,1,2,0,2,0,2.0,641.7,618.1,607.4,587.0,540.0,1874,A,598.84
420727,3522996,São José do Rio Preto,19.0,F,1,1,1,1,0,,517.7,594.9,549.5,587.3,740.0,2342,A,597.8799999999999
455876,3875696,Taboão da Serra,16.0,F,4,3,0,1,1,,465.7,573.4,581.3,743.1,680.0,4685,A,608.7
321036,2729369,São Paulo,21.0,M,3,1,2,1,0,,635.0,604.4,532.3,627.3,580.0,2811,A,595.8
118327,962417,São Paulo,21.0,M,2,1,3,1,0,,599.3,602.9,540.8,605.8,500.0,2342,A,569.76
351556,2957599,São Paulo,42.0,F,1,1,11,1,0,,660.9,673.8,628.4,387.3,500.0,4685,A,570.08
72578,561921,São Paulo,18.0,M,3,1,1,1,0,,594.5,632.8,597.9,669.5,600.0,5622,B,618.9399999999999
294140,2486918,São Paulo,17.0,M,1,2,0,3,0,4.0,442.8,536.8,505.2,601.9,660.0,14055,D,549.3399999999999
167719,1360446,Hortolândia,17.0,F,3,2,0,2,0,2.0,566.7,599.8,582.9,607.8,720.0,1405,A,615.4399999999999
229749,1902546,Jandira,20.0,F,1,2,0,2,0,2.0,577.1,574.6,586.7,661.5,640.0,1874,A,607.98
475605,4042329,Sumaré,19.0,F,2,1,2,1,0,,535.0,481.1,507.2,560.6,440.0,1405,A,504.78000000000003
536173,4662658,Indaiatuba,16.0,F,1,3,0,1,1,,617.7,614.2,585.8,649.8,680.0,8433,D,629.5
242514,2028174,São Bernardo do Campo,17.0,F,1,2,0,2,0,2.0,519.5,616.7,583.0,504.3,640.0,0,A,572.7
438851,3719402,São Paulo,17.0,M,1,2,0,3,0,4.0,513.4,563.6,565.8,591.6,500.0,4685,D,546.88
110608,889036,Juquiá,17.0,M,3,2,0,2,0,2.0,560.4,569.9,491.4,494.7,360.0,1405,A,495.2799999999999
658721,6171723,São Paulo,33.0,F,3,1,11,1,0,,546.4,590.5,584.6,489.6,580.0,2811,A,558.22
30182,245831,São Paulo,18.0,F,1,1,1,1,0,,491.8,565.2,568.9,587.0,880.0,2342,A,618.58
431447,3650559,Jacareí,52.0,M,1,1,11,1,0,,558.5,584.9,513.5,551.7,440.0,2342,A,529.72
570172,5062857,Poá,21.0,M,1,1,4,1,0,,512.1,535.6,566.8,421.2,600.0,1405,A,527.14
303295,2572691,Santana de Parnaíba,17.0,M,1,2,0,3,0,4.0,632.8,653.3,547.3,717.2,520.0,3748,E,614.12
485432,4167734,São José dos Campos,20.0,M,2,1,2,1,0,,451.9,467.1,528.2,466.6,620.0,2342,A,506.76000000000005
160873,1309465,Jundiaí,17.0,F,1,2,0,3,0,4.0,613.3,648.7,611.6,627.1,800.0,8433,D,660.14
346971,2926640,Cubatão,19.0,M,3,2,0,2,0,1.0,592.6,628.0,623.9,758.6,560.0,937,A,632.62
252342,2117693,Marília,18.0,M,1,1,1,1,0,,454.9,535.5,511.8,544.0,440.0,3748,A,497.23999999999995
268669,2256382,Franco da Rocha,18.0,F,1,2,0,2,0,2.0,453.9,429.1,436.8,366.9,520.0,2811,A,441.34
25802,212873,Carapicuíba,17.0,F,1,3,0,1,1,,514.1,520.4,504.2,434.5,620.0,3748,E,518.64
512526,4441271,Hortolândia,18.0,F,2,1,1,1,0,,489.0,472.2,491.2,463.3,540.0,1405,A,491.14
54398,428657,São Paulo,17.0,F,1,2,0,2,0,2.0,567.3,624.5,640.4,615.1,600.0,1405,A,609.4599999999999
341623,2888157,São José do Rio Preto,17.0,M,1,2,0,3,0,4.0,639.8,497.4,576.0,684.0,720.0,14055,D,623.4399999999999
590342,5278539,José Bonifácio,16.0,F,3,4,0,1,0,,554.7,606.5,572.9,582.3,680.0,1405,E,599.28
461567,3925603,São Paulo,20.0,M,1,1,3,1,0,,552.2,638.8,565.7,709.5,660.0,18740,E,625.24
551184,4850526,Caieiras,17.0,M,3,2,0,2,0,2.0,446.3,542.6,554.6,571.1,480.0,937,A,518.92
379116,3180262,Votuporanga,15.0,F,1,3,0,1,1,,565.2,526.4,597.9,532.4,720.0,11244,A,588.38
548431,4821996,Santa Isabel,22.0,F,3,1,4,1,0,,408.7,397.8,438.7,457.9,360.0,4685,A,412.62
355961,2984223,Guaratinguetá,18.0,F,1,1,1,1,0,,627.4,672.2,610.8,699.9,840.0,2811,A,690.06
352417,2963051,Guarulhos,22.0,F,1,1,6,1,0,,482.5,475.3,509.5,626.4,440.0,4685,D,506.73999999999995
432846,3663965,Carapicuíba,25.0,F,2,1,4,1,0,,409.3,382.7,456.0,377.4,360.0,1405,A,397.08000000000004
649479,6047534,Registro,25.0,M,2,1,6,1,0,,578.3,616.3,597.3,484.5,440.0,937,E,543.28
348140,2934568,Amparo,17.0,F,1,2,0,2,0,2.0,572.2,587.0,529.0,467.9,680.0,2811,A,567.22
455827,3875176,Diadema,18.0,F,3,2,0,2,0,2.0,425.9,460.7,360.1,519.6,560.0,4685,A,465.25999999999993
509142,4408583,São Paulo,18.0,F,1,1,1,1,0,,456.1,412.5,535.3,390.6,740.0,937,A,506.9
330724,2805384,São Paulo,16.0,F,3,2,0,3,0,4.0,493.8,527.5,557.9,513.6,660.0,1405,E,550.56
79943,615985,Santo André,16.0,F,1,3,0,1,1,,563.9,584.7,579.5,525.7,560.0,3748,C,562.76
177805,1450553,São Paulo,19.0,M,2,1,2,1,0,,541.5,643.9,583.1,674.4,560.0,937,B,600.58
571441,5076292,Pirassununga,18.0,F,1,2,0,3,0,4.0,478.8,406.4,516.2,397.1,640.0,1874,C,487.7
486927,4183177,São Paulo,17.0,F,3,2,0,2,0,2.0,415.9,543.3,522.1,506.0,500.0,2811,A,497.46000000000004
55809,438782,Itapevi,20.0,M,3,1,3,1,0,,588.8,578.0,567.8,598.5,620.0,1405,A,590.62
555495,4897961,Votorantim,19.0,F,1,2,0,2,0,2.0,536.2,449.3,527.4,521.2,460.0,1405,A,498.82000000000005
626640,5742767,São Luís do Paraitinga,16.0,M,1,3,0,1,1,,481.9,625.7,592.7,593.3,600.0,4685,A,578.72
24957,206415,Itaquaquecetuba,28.0,F,3,1,11,1,0,,539.7,532.5,542.8,595.2,600.0,937,A,562.04
464732,3952156,Cotia,18.0,F,3,2,0,2,0,2.0,432.9,417.9,454.7,376.3,440.0,1874,B,424.36
349241,2942563,Santos,22.0,M,2,1,4,1,0,,656.9,701.9,576.1,735.0,880.0,3748,A,709.98
159429,1298699,São José dos Campos,18.0,M,1,1,1,1,0,,567.3,614.7,567.8,684.7,560.0,3748,E,598.9
120849,982967,Araçatuba,17.0,F,3,2,0,3,0,4.0,615.2,614.3,587.5,651.8,820.0,2342,D,657.76
564571,5002549,São José dos Campos,18.0,M,1,2,0,3,0,4.0,435.6,497.2,517.0,600.9,740.0,8433,D,558.14
524268,4545370,Praia Grande,17.0,M,1,2,0,3,0,4.0,585.2,582.7,581.6,803.5,620.0,11244,D,634.6
4146,34011,Monte Alto,25.0,F,1,1,7,1,0,,627.9,592.6,620.6,681.6,620.0,8433,D,628.54
358924,3001768,Santa Cruz das Palmeiras,18.0,M,3,1,1,1,0,,509.3,383.9,474.2,532.3,500.0,1405,A,479.93999999999994
145786,1190413,Francisco Morato,18.0,F,1,1,1,1,0,,560.2,609.3,560.0,509.4,680.0,1405,A,583.78
165220,1342018,São Paulo,17.0,F,1,2,0,3,0,4.0,399.9,426.8,574.2,395.4,620.0,5622,D,483.26000000000005
342989,2897684,Marília,18.0,F,1,1,1,1,0,,688.9,628.0,563.1,686.3,840.0,11244,D,681.26
326212,2769864,Caraguatatuba,28.0,F,3,1,11,1,0,,503.8,472.0,486.1,356.8,340.0,1405,A,431.73999999999995
487645,4190257,São Paulo,39.0,F,3,2,0,2,0,2.0,522.5,532.7,466.6,406.5,440.0,937,A,473.66
26787,220296,Itapira,17.0,M,1,2,0,2,0,2.0,611.1,524.6,535.9,677.8,660.0,3748,A,601.8799999999999
676696,6436425,São Bernardo do Campo,16.0,M,1,3,0,1,1,,567.4,584.5,514.8,688.1,540.0,3748,E,578.96
15974,137087,Itaquaquecetuba,35.0,M,3,1,11,1,0,,585.1,531.0,486.2,456.8,560.0,2342,A,523.8199999999999
246021,2060175,Campinas,20.0,F,2,1,3,1,0,,604.3,513.8,522.3,605.7,620.0,937,A,573.22
53942,425096,Sertãozinho,22.0,M,1,1,3,1,0,,601.7,639.2,553.3,625.2,620.0,3748,D,607.88
367725,3068436,Taquaritinga,21.0,F,1,1,4,1,0,,637.5,668.2,585.8,776.7,720.0,7496,D,677.64
191721,1590592,Mauá,18.0,F,2,1,1,1,0,,410.7,594.1,571.3,563.8,520.0,2342,A,531.9799999999999
342646,2895293,São Paulo,16.0,F,3,3,0,1,1,,614.9,610.0,613.2,642.0,700.0,2811,E,636.0200000000001
116126,942839,Embu-Guaçu,19.0,F,1,1,2,1,0,,495.6,441.6,493.2,414.7,580.0,1405,A,485.0200000000001
497376,4291223,Andradina,18.0,F,1,1,1,1,0,,579.4,565.0,596.1,478.6,640.0,9370,D,571.8199999999999
313174,2658296,São Paulo,37.0,F,3,1,11,1,0,,499.9,472.1,528.6,607.6,760.0,1874,A,573.64
465602,3958855,Sertãozinho,17.0,F,1,3,0,1,1,,414.3,432.6,492.2,452.1,500.0,3748,A,458.24000000000007
674207,6397818,São Roque,22.0,F,1,1,5,1,0,,565.6,466.4,549.5,393.3,620.0,1405,A,518.96
252850,2122529,São Paulo,16.0,M,2,3,0,1,1,,559.0,527.9,452.6,425.6,620.0,1874,A,517.02
612970,5561916,Itu,17.0,M,1,2,0,3,0,4.0,532.1,570.1,465.4,628.5,540.0,3748,D,547.22
310651,2638214,Sumaré,17.0,M,1,2,0,2,0,2.0,543.1,515.0,485.2,475.0,640.0,1405,A,531.6600000000001
539909,4719546,Santa Rita d'Oeste,17.0,M,1,2,0,2,0,2.0,500.1,527.0,483.3,504.8,460.0,2342,A,495.03999999999996
373826,3133801,São Paulo,18.0,M,1,2,0,2,0,2.0,574.0,374.4,412.4,604.9,580.0,1405,A,509.14
318800,2712164,São Paulo,16.0,M,3,3,0,1,1,,447.0,385.9,449.2,463.4,440.0,0,A,437.1
611191,5533135,São Bernardo do Campo,17.0,M,0,2,0,3,0,4.0,615.1,637.7,623.4,774.4,680.0,6599,D,666.1200000000001
405676,3402724,Manduri,17.0,M,2,2,0,2,0,2.0,429.8,452.0,513.8,560.6,540.0,4685,A,499.23999999999995
561322,4966815,Jaguariúna,17.0,F,3,2,0,2,0,2.0,461.8,465.0,542.1,396.9,520.0,1405,A,477.16
639513,5907031,São José dos Campos,31.0,F,1,1,11,1,0,,582.3,370.0,318.7,424.7,560.0,1874,A,451.14
135686,1109687,Santo André,24.0,M,1,1,6,1,0,,614.3,668.6,619.1,472.9,340.0,4685,D,542.98
120566,980731,Bocaina,18.0,M,3,2,0,2,0,2.0,500.1,560.8,518.1,721.1,600.0,1405,A,580.02
69522,539313,São Paulo,17.0,M,2,2,0,2,0,2.0,535.0,615.3,532.1,536.5,580.0,6599,A,559.78
568816,5048513,Ilha Solteira,16.0,F,1,3,0,1,1,,493.6,451.5,393.8,647.4,680.0,3748,A,533.26
407712,3418393,Santo André,16.0,F,1,3,0,1,1,,469.2,545.0,516.6,429.6,640.0,2811,D,520.08
464338,3948911,São Paulo,18.0,M,1,1,1,1,0,,595.1,608.4,579.8,648.5,640.0,3748,D,614.36
102557,795494,Agudos,17.0,M,3,2,0,2,0,2.0,598.0,575.0,467.6,554.0,780.0,2342,A,594.92
627011,5747348,Taboão da Serra,52.0,F,1,1,11,1,0,,476.2,572.6,508.2,444.4,560.0,5622,A,512.28
337099,2855978,São Paulo,18.0,F,3,2,0,2,0,2.0,481.8,496.3,505.4,513.5,520.0,937,A,503.4
470964,4003898,São Bernardo do Campo,23.0,M,1,1,6,1,0,,472.7,627.3,548.8,431.9,720.0,2342,A,560.14
665637,6269930,Itatinga,27.0,M,3,1,10,1,0,,595.4,613.7,566.8,610.1,560.0,4685,A,589.2
579596,5165619,Sorocaba,19.0,M,1,2,0,2,0,2.0,430.5,462.2,489.2,606.1,500.0,2342,A,497.6
88590,680227,Sorocaba,19.0,F,1,1,2,1,0,,529.0,620.3,580.7,502.0,520.0,3748,C,550.4
152659,1245593,Cerquilho,17.0,F,3,2,0,2,0,2.0,377.5,520.9,484.9,445.5,460.0,2342,A,457.76000000000005
98910,760108,São Paulo,17.0,M,4,2,0,2,0,2.0,439.1,583.7,537.8,615.9,540.0,2342,A,543.3
476310,4050549,Embu das Artes,17.0,M,1,2,0,2,0,2.0,394.1,423.6,457.9,581.9,440.0,3748,A,459.5
567705,5037087,Guarulhos,25.0,F,3,1,6,1,0,,489.2,455.2,464.9,438.1,460.0,1405,A,461.48
370549,3101648,Campinas,18.0,M,1,2,0,3,0,4.0,592.0,628.1,608.7,694.1,660.0,1874,E,636.58
466784,3968268,São Paulo,24.0,F,1,1,7,1,0,,476.8,576.9,542.4,408.3,560.0,1405,A,512.8799999999999
339159,2871889,Marília,17.0,F,1,3,0,1,1,,590.6,588.2,538.1,492.0,720.0,11244,D,585.78
517480,4486753,Osasco,18.0,M,1,3,0,1,0,,568.4,580.2,547.0,521.6,460.0,6599,D,535.4399999999999
210673,1755434,Atibaia,19.0,F,3,1,1,1,0,,491.6,539.6,558.8,419.3,480.0,1874,A,497.86
547040,4807509,Itapevi,21.0,F,3,1,3,1,0,,502.7,473.6,443.8,393.0,320.0,937,A,426.62
167451,1358280,Jandira,17.0,F,1,2,0,2,0,3.0,624.0,691.9,654.6,752.7,780.0,2811,A,700.64
26139,215566,São Paulo,18.0,M,1,1,1,1,0,,520.6,423.1,321.8,594.5,520.0,2811,A,476.0
438728,3718208,Itanhaém,17.0,M,3,2,0,2,0,2.0,529.1,603.9,570.5,448.4,460.0,1405,A,522.38
563594,4992140,Ferraz de Vasconcelos,39.0,M,3,1,11,1,0,,485.2,505.5,522.0,426.3,480.0,1874,A,483.8
212105,1767211,São Paulo,17.0,M,1,2,0,3,0,4.0,397.3,374.1,416.9,476.4,440.0,4685,E,420.94000000000005
87929,675165,Ribeirão Preto,24.0,M,1,1,5,1,0,,663.9,621.6,584.0,664.9,960.0,5622,A,698.88
102805,798626,Barretos,24.0,F,2,1,7,1,0,,433.0,531.2,452.4,458.5,580.0,1874,A,491.02
645589,5993481,Campinas,21.0,M,1,1,2,1,0,,501.0,605.5,540.0,474.2,500.0,9370,B,524.14
648066,6028251,Cotia,16.0,F,1,3,0,1,1,,613.7,665.5,612.8,708.8,780.0,20000,D,676.1600000000001
599974,5374846,Presidente Prudente,23.0,M,3,1,4,1,0,,548.7,458.7,548.0,380.2,440.0,937,A,475.12000000000006
526693,4566618,Caraguatatuba,17.0,M,1,2,0,3,0,4.0,476.5,431.8,441.9,601.0,420.0,6599,D,474.23999999999995
384291,3225200,São Paulo,26.0,F,1,1,8,1,0,,400.2,562.1,610.9,579.4,600.0,1405,A,550.52
459699,3909251,São Paulo,16.0,F,3,3,0,1,1,,472.8,524.8,538.4,435.9,540.0,8433,D,502.38
445508,3784352,Jacareí,17.0,M,3,2,0,2,0,2.0,484.2,432.8,466.3,455.1,260.0,1874,A,419.68
176840,1439173,Tupã,22.0,F,3,1,5,1,0,,470.4,387.4,479.6,388.6,660.0,937,A,477.2
402337,3375574,São Paulo,20.0,F,3,1,3,1,0,,672.8,691.7,617.3,810.0,820.0,1405,D,722.36
461043,3921140,Americana,16.0,M,1,3,0,1,1,,538.7,542.8,574.0,655.5,580.0,4685,D,578.2
364306,3035001,São Paulo,17.0,M,3,2,0,2,0,2.0,453.5,587.6,518.3,367.7,400.0,937,A,465.41999999999996
110645,889501,Salto de Pirapora,19.0,F,1,1,2,1,0,,477.4,412.7,502.2,471.3,500.0,1405,A,472.71999999999997
170898,1387837,Cabreúva,18.0,F,3,2,0,2,0,2.0,441.4,431.4,328.5,375.3,440.0,937,A,403.32
481375,4121397,Bauru,19.0,F,1,1,2,1,0,,455.9,526.1,530.7,531.3,620.0,4685,A,532.8
609109,5495872,São Paulo,16.0,F,1,3,0,1,1,,563.9,579.1,581.8,548.0,640.0,20000,D,582.5600000000001
552661,4866092,Santo André,19.0,M,3,1,2,1,0,,505.0,591.0,585.1,682.2,480.0,3748,A,568.6600000000001
524958,4551623,São Paulo,27.0,F,3,1,10,1,0,,471.9,508.6,485.6,540.6,460.0,1405,A,493.34
132229,1078578,São Paulo,17.0,M,3,2,0,2,0,2.0,585.4,593.9,555.4,532.4,420.0,5622,B,537.42
236818,1968638,Osasco,18.0,M,3,1,1,1,0,,640.1,628.3,605.9,740.2,580.0,18740,E,638.9
133185,1087482,Mogi Guaçu,17.0,F,1,2,0,2,0,3.0,554.2,557.6,548.4,578.3,520.0,4685,A,551.7
315860,2686984,Álvares Machado,17.0,F,0,2,0,3,0,4.0,626.1,629.4,579.5,635.6,620.0,6599,D,618.12
551639,4855394,Ribeirão Branco,15.0,F,3,3,0,1,1,,390.0,479.5,407.2,419.8,460.0,937,A,431.3
323022,2744865,Taboão da Serra,17.0,M,1,2,0,2,0,2.0,403.7,576.6,528.0,565.5,840.0,2342,A,582.76
545444,4790124,Registro,17.0,F,3,2,0,2,0,2.0,514.5,489.8,470.8,493.7,440.0,937,A,481.76000000000005
36941,298153,Sorocaba,19.0,F,0,1,2,1,0,,456.7,474.3,480.3,519.4,560.0,1405,A,498.14
596095,5339629,Presidente Prudente,23.0,F,1,4,0,1,0,,538.5,418.1,351.7,438.7,500.0,2342,A,449.4
386243,3242876,Pontal,17.0,F,1,2,0,3,0,4.0,591.9,526.8,530.5,756.5,640.0,3748,D,609.14
235696,1955506,Bebedouro,16.0,F,1,3,0,1,1,,638.1,618.1,585.2,682.5,640.0,3748,D,632.78
573898,5102939,São Sebastião,17.0,F,1,2,0,2,0,2.0,502.8,362.7,471.5,574.0,580.0,2811,A,498.2
386605,3246147,São Paulo,49.0,M,1,1,9,1,0,,518.6,389.4,511.7,434.7,460.0,1405,A,462.88
283952,2389534,Andradina,15.0,M,1,3,0,1,1,,498.0,523.9,494.0,650.6,520.0,4685,D,537.3
607465,5467120,Itatiba,18.0,F,1,2,0,2,0,2.0,517.0,565.9,559.6,594.2,420.0,3748,A,531.3399999999999
464388,3949366,Santa Rita do Passa Quatro,17.0,F,1,2,0,3,0,4.0,676.1,684.2,632.6,673.4,880.0,6599,D,709.26
268457,2254613,Guararema,16.0,F,1,3,0,1,1,,527.8,499.4,495.2,382.0,560.0,1874,A,492.87999999999994
3418,28058,Mauá,19.0,F,1,1,1,1,0,,516.8,608.9,536.8,574.6,800.0,2811,A,607.42
130238,1060890,Santos,18.0,M,3,2,0,2,0,2.0,399.6,386.7,430.2,553.3,420.0,1405,A,437.96000000000004
80916,623555,São Paulo,17.0,F,1,2,0,2,0,2.0,428.5,484.8,552.2,393.5,520.0,1874,A,475.8
151770,1238533,São Paulo,17.0,F,1,2,0,2,0,2.0,384.4,556.9,545.9,447.6,520.0,2342,A,490.9599999999999
309390,2627406,Carapicuíba,37.0,F,1,1,11,1,0,,605.2,521.3,546.5,441.5,540.0,4685,A,530.9
107839,858574,Artur Nogueira,18.0,F,1,1,1,1,0,,432.6,482.6,481.8,374.4,320.0,937,A,418.28000000000003
484785,4160706,São Joaquim da Barra,16.0,F,1,3,0,1,1,,636.6,654.4,611.0,638.8,800.0,2811,A,668.1600000000001
641448,5934138,Morro Agudo,15.0,F,1,3,0,1,1,,541.0,569.5,587.1,506.5,560.0,5622,A,552.8199999999999
48369,386320,São Paulo,18.0,F,3,2,0,2,0,2.0,451.8,484.8,476.8,538.4,540.0,1405,A,498.36
66810,519385,São Paulo,40.0,F,1,1,11,1,0,,539.9,590.8,601.4,479.9,640.0,937,A,570.4
633146,5822801,Diadema,18.0,M,1,2,0,3,0,4.0,557.9,571.6,548.8,566.7,500.0,8433,D,549.0
327638,2781040,São Paulo,17.0,F,1,2,0,2,0,2.0,491.8,429.2,529.8,365.4,440.0,1405,A,451.23999999999995
543752,4769879,São Bernardo do Campo,44.0,F,1,1,11,1,0,,456.6,565.0,498.0,478.1,300.0,1405,A,459.53999999999996
20239,169768,São Paulo,19.0,M,3,1,1,1,0,,588.5,622.8,630.2,672.8,680.0,4685,C,638.86
255309,2145655,Osasco,18.0,F,1,1,1,1,0,,652.7,624.5,611.1,669.8,900.0,6599,D,691.6200000000001
16858,144103,São Paulo,26.0,F,1,1,9,1,0,,522.6,554.4,530.9,356.8,600.0,937,A,512.9399999999999
145362,1187014,São Paulo,17.0,F,2,2,0,2,0,2.0,395.3,475.7,532.9,592.3,720.0,1874,A,543.24
561205,4965333,Taboão da Serra,21.0,F,2,1,4,1,0,,443.2,418.6,409.9,385.9,600.0,2811,A,451.52
533183,4622017,Itaquaquecetuba,17.0,F,3,2,0,2,0,2.0,399.9,495.7,480.8,550.4,540.0,1874,A,493.35999999999996
98914,760136,São Sebastião,20.0,M,2,1,2,1,0,,511.2,518.3,503.7,506.2,500.0,1874,A,507.88
558138,4929289,São Caetano do Sul,16.0,M,1,3,0,1,1,,603.6,538.8,573.6,561.8,540.0,8433,E,563.5600000000001
326357,2770966,São Paulo,29.0,F,1,1,11,1,0,,434.9,422.0,483.8,406.1,420.0,1405,A,433.36
593498,5311257,Arujá,18.0,F,3,1,1,1,0,,648.6,650.8,579.0,817.4,800.0,11244,D,699.1600000000001
6954,58397,São Paulo,22.0,F,3,1,5,1,0,,439.6,445.3,524.6,561.9,560.0,2342,A,506.28000000000003
516544,4478267,São José dos Campos,17.0,F,1,3,0,1,1,,593.0,554.5,577.9,359.6,540.0,11244,D,525.0
556462,4909317,Mairinque,20.0,M,1,1,2,1,0,,638.5,657.1,597.5,714.3,620.0,6599,A,645.4799999999999
644694,5980307,Salto,23.0,M,1,1,5,1,0,,600.7,573.0,564.1,728.9,580.0,3748,A,609.34
